,Date,vehicle_category,GVWR_Class,Fuel_Type,Model_Year,Fuel_Technology,Electric_Mile_Range,Vehicle_Population
16358,2021,MC,,2.0,2021.0,BEV,,98
16371,2019,T2,1,2.0,2019.0,BEV,101 to 150 miles,98
16411,2019,T1,,2.0,2019.0,BEV,101 to 150 miles,97
16443,2021,T1,1,2.0,2018.0,BEV,101 to 150 miles,96
16444,2021,P,,2.0,2019.0,BEV,,96
16445,2021,P,,2.0,2013.0,BEV,>150 miles,96
16496,2019,T1,1,2.0,2004.0,BEV,,95
16503,2023,T1,1,2.0,2018.0,BEV,101 to 150 miles,94
16510,2022,P,,2.0,2019.0,BEV,,94
16551,2023,MC,,2.0,2023.0,BEV,,93
16552,2023,BT,,2.0,2022.0,BEV,,93
16564,2022,T1,1,2.0,2019.0,BEV,101 to 150 miles,93
16599,2022,P,,2.0,2020.0,BEV,,92
16609,2021,P,,2.0,2018.0,BEV,0 to 50 miles,92
16616,2020,P,,2.0,2018.0,BEV,0 to 50 miles,92
16617,2020,P,,2.0,2013.0,BEV,>150 miles,92
16625,2019,P,,2.0,2018.0,BEV,0 to 50 miles,92
16633,2023,P,,2.0,2013.0,BEV,>150 miles,91
16659,2020,T2,1,2.0,2019.0,BEV,101 to 150 miles,91
16674,2023,T6,,2.0,2023.0,BEV,,90
16694,2021,P,,2.0,2015.0,BEV,>150 miles,90
16727,2022,T1,1,2.0,2019.0,BEV,101 to 150 miles,89
16750,2020,T2,1,2.0,2019.0,BEV,101 to 150 miles,89
16790,2021,T1,1,2.0,2019.0,BEV,101 to 150 miles,88
16814,2023,T1,1,2.0,2017.0,BEV,101 to 150 miles,87
16825,2022,P,,2.0,2013.0,BEV,>150 miles,87
16832,2021,T1,1,2.0,2018.0,BEV,101 to 150 miles,87
16848,2019,P,,2.0,2007.0,BEV,,87
16862,2022,T1,1,2.0,2004.0,BEV,,86
16869,2021,T1,1,2.0,2004.0,BEV,,86
16881,2020,T1,1,2.0,2018.0,BEV,101 to 150 miles,86
16882,2020,T1,1,2.0,2004.0,BEV,,86
16908,2021,P,,2.0,2012.0,BEV,,85
16915,2020,P,,2.0,2015.0,BEV,>150 miles,85
16950,2022,P,,2.0,2012.0,BEV,,84
16981,2019,T1,,2.0,2017.0,BEV,101 to 150 miles,84
17040,2022,T1,1,2.0,2018.0,BEV,101 to 150 miles,82
17101,2022,P,,2.0,2024.0,BEV,>150 miles,81
17140,2019,T2,1,2.0,2019.0,BEV,101 to 150 miles,81
17160,2022,T6,,2.0,2023.0,BEV,,80
17161,2022,T1,1,2.0,2017.0,BEV,101 to 150 miles,80
17281,2021,P,,2.0,2015.0,BEV,,78
17323,2022,P,,2.0,2015.0,BEV,>150 miles,77
17335,2021,T1,1,2.0,2017.0,BEV,101 to 150 miles,77
17434,2022,P,,2.0,2007.0,BEV,,75
17448,2021,T2,1,2.0,2019.0,BEV,101 to 150 miles,75
17465,2020,P,,2.0,2012.0,BEV,,75
17482,2023,BT,,2.0,2023.0,BEV,,74
17521,2020,T1,1,2.0,2017.0,BEV,101 to 150 miles,74
17587,2020,P,,2.0,2021.0,BEV,,73
17603,2019,T1,,2.0,2018.0,BEV,101 to 150 miles,73
17633,2022,P,,2.0,2015.0,BEV,,72
17655,2020,MC,,2.0,2021.0,BEV,,72
17719,2020,P,,2.0,2006.0,BEV,,71
17735,2019,P,,2.0,2015.0,BEV,,71
17746,2023,P,,2.0,2015.0,BEV,>150 miles,70
17860,2020,T2,1,2.0,2019.0,BEV,101 to 150 miles,69
17891,2023,T6,,2.0,2018.0,BEV,,68
17892,2023,B,,2.0,2022.0,BEV,,68
17933,2020,T6,6,2.0,2015.0,BEV,,68
17934,2020,P,,2.0,2017.0,BEV,,68
17960,2023,P,,2.0,2013.0,BEV,,67
17997,2020,P,,2.0,2016.0,BEV,,67
18009,2019,P,,2.0,2006.0,BEV,,67
18054,2021,MC,,2.0,2019.0,BEV,,66
18092,2023,MC,,2.0,2018.0,BEV,,65
18129,2021,T6,6,2.0,2015.0,BEV,,65
18130,2021,P,,2.0,2020.0,BEV,,65
18199,2021,T2,1,2.0,2019.0,BEV,101 to 150 miles,64
18368,2021,P,,2.0,2006.0,BEV,,62
18386,2020,T2,1,2.0,2019.0,BEV,101 to 150 miles,62
18387,2020,MC,,2.0,2020.0,BEV,,62
18416,2023,MC,,2.0,2020.0,BEV,,61
18417,2023,BT,,2.0,2019.0,BEV,,61
18439,2022,T4,,2.0,2018.0,BEV,,61
18440,2022,MC,,2.0,2019.0,BEV,,61
18441,2022,BT,,2.0,2019.0,BEV,,61
18461,2021,T4,,2.0,2018.0,BEV,,61
18462,2021,P,,2.0,2007.0,BEV,,61
18463,2021,MC,,2.0,2022.0,BEV,,61
18464,2021,BT,,2.0,2019.0,BEV,,61
18474,2020,T4,,2.0,2018.0,BEV,,61
18475,2020,BT,,2.0,2019.0,BEV,,61
18492,2019,T4,,2.0,2018.0,BEV,,61
18502,2023,T1,1,2.0,2018.0,BEV,101 to 150 miles,60
18523,2022,B,,2.0,2022.0,BEV,,60
18537,2021,T2,1,2.0,2019.0,BEV,101 to 150 miles,60
18538,2021,MC,,2.0,2020.0,BEV,,60
18539,2021,MC,,2.0,2018.0,BEV,,60
18742,2023,MC,,2.0,2024.0,BEV,,57
18743,2023,MC,,2.0,2019.0,BEV,,57
18763,2022,T6,6,2.0,2015.0,BEV,,57
18764,2022,P,,2.0,2007.0,BEV,,57
18765,2022,MC,,2.0,2023.0,BEV,,57
18780,2021,P,,2.0,2007.0,BEV,,57
18796,2020,T1,1,2.0,2017.0,BEV,101 to 150 miles,57
18807,2019,T1,,2.0,2013.0,BEV,,57
18808,2019,T1,,2.0,2006.0,BEV,,57
18809,2019,MC,,2.0,2018.0,BEV,,57
18838,2022,MC,,2.0,2020.0,BEV,,56
18857,2021,P,,2.0,2018.0,BEV,,56
18858,2021,P,,2.0,2014.0,BEV,,56
18878,2020,P,,2.0,2021.0,BEV,,56
18936,2021,P,,2.0,2019.0,BEV,,55
18946,2020,T1,,2.0,2013.0,BEV,,55
18947,2020,P,,2.0,2014.0,BEV,,55
18958,2019,P,,2.0,2011.0,BEV,,55
18959,2019,MC,,2.0,2019.0,BEV,,55
18977,2023,MC,,2.0,2023.0,BEV,,54
18989,2022,T2,1,2.0,2019.0,BEV,101 to 150 miles,54
18990,2022,P,,2.0,2006.0,BEV,,54
18991,2022,BT,,2.0,2022.0,BEV,,54
19078,2022,T1,,2.0,2013.0,BEV,,53
19079,2022,P,,2.0,2019.0,BEV,,53
19080,2022,P,,2.0,2018.0,BEV,,53
19081,2022,MC,,2.0,2022.0,BEV,,53
19101,2021,T1,,2.0,2013.0,BEV,,53
19102,2021,P,,2.0,2014.0,BEV,,53
19103,2021,P,,2.0,2013.0,BEV,>150 miles,53
19124,2020,T1,,2.0,,BEV,,53
19125,2020,MC,,2.0,2018.0,BEV,,53
19158,2023,P,,2.0,2015.0,BEV,,52
19183,2022,MC,,2.0,2023.0,BEV,,52
19202,2021,T6,5,2.0,2017.0,BEV,,52
19203,2021,P,,2.0,2016.0,BEV,,52
19220,2020,T6,5,2.0,2017.0,BEV,,52
19221,2020,T4,,2.0,,BEV,,52
19222,2020,P,,2.0,2013.0,BEV,>150 miles,52
19237,2019,T2,,2.0,2014.0,BEV,,52
19238,2019,P,,2.0,2013.0,BEV,>150 miles,52
19260,2023,T3,,2.0,2013.0,BEV,,51
19261,2023,P,,2.0,2007.0,BEV,,51
19281,2022,P,,2.0,2020.0,BEV,,51
19282,2022,P,,2.0,2016.0,BEV,,51
19283,2022,MC,,2.0,2018.0,BEV,,51
19318,2020,P,,2.0,2017.0,BEV,,51
19413,2020,P,,2.0,2014.0,BEV,,49
19414,2020,P,,2.0,2007.0,BEV,,49
19415,2020,P,,2.0,2007.0,BEV,,49
19435,2019,T6,5,2.0,2017.0,BEV,,49
19436,2019,T1,,2.0,2017.0,BEV,101 to 150 miles,49
19457,2023,T6,6,2.0,2015.0,BEV,,48
19458,2023,P,,2.0,2013.0,BEV,>150 miles,48
19459,2023,MC,,2.0,2024.0,BEV,,48
19476,2022,T6,5,2.0,2017.0,BEV,,48
19477,2022,P,,2.0,2014.0,BEV,,48
19499,2021,P,,2.0,2016.0,BEV,,48
19500,2021,MC,,2.0,2021.0,BEV,,48
19501,2021,MC,,2.0,2021.0,BEV,,48
19518,2020,MC,,2.0,2019.0,BEV,,48
19535,2019,P,,2.0,,BEV,,48
19553,2023,T6,5,2.0,2017.0,BEV,,47
19572,2022,T2,,2.0,2014.0,BEV,,47
19573,2022,P,,2.0,2016.0,BEV,,47
19597,2021,T2,1,2.0,2019.0,BEV,101 to 150 miles,47
19598,2021,T1,1,2.0,2017.0,BEV,101 to 150 miles,47
19614,2020,P,,2.0,2016.0,BEV,,47
19654,2023,MC,,2.0,2023.0,BEV,,46
19678,2022,T2,1,2.0,2019.0,BEV,101 to 150 miles,46
19679,2022,T1,1,2.0,2017.0,BEV,101 to 150 miles,46
19680,2022,P,,2.0,2013.0,BEV,>150 miles,46
19681,2022,P,,2.0,2007.0,BEV,,46
19682,2022,MC,,2.0,2022.0,BEV,,46
19709,2021,T2,,2.0,2014.0,BEV,,46
19726,2020,T2,,2.0,2014.0,BEV,,46
19727,2020,P,,2.0,,BEV,,46
19728,2020,P,,2.0,2017.0,BEV,,46
19729,2020,MC,,2.0,2021.0,BEV,,46
19730,2020,MC,,2.0,2019.0,BEV,,46
19750,2019,T2,1,2.0,2017.0,BEV,51 to 100 miles,46
19751,2019,P,,2.0,2017.0,BEV,,46
19777,2023,P,,2.0,2016.0,BEV,>150 miles,45
19868,2019,P,,2.0,2017.0,BEV,,45
19889,2023,P,,2.0,2015.0,BEV,,44
19890,2023,MC,,2.0,2023.0,BEV,,44
19891,2023,MC,,2.0,2022.0,BEV,,44
19909,2022,T2,1,2.0,2019.0,BEV,101 to 150 miles,44
19928,2021,P,,2.0,2016.0,BEV,,44
19929,2021,P,,2.0,2007.0,BEV,,44
19930,2021,MC,,2.0,2022.0,BEV,,44
19949,2020,P,,2.0,2016.0,BEV,,44
19975,2019,T2,,2.0,2007.0,BEV,,44
19976,2019,P,,2.0,2013.0,BEV,,44
19994,2023,T6,,2.0,2017.0,BEV,,43
19995,2023,BT,,2.0,1998.0,BEV,,43
20015,2022,P,,2.0,2017.0,BEV,,43
20016,2022,P,,2.0,2017.0,BEV,,43
20017,2022,BT,,2.0,1998.0,BEV,,43
20031,2021,P,,2.0,2022.0,BEV,,43
20032,2021,P,,2.0,2013.0,BEV,>150 miles,43
20033,2021,BT,,2.0,1998.0,BEV,,43
20056,2020,T2,1,2.0,2017.0,BEV,51 to 100 miles,43
20057,2020,P,,2.0,2013.0,BEV,>150 miles,43
20058,2020,BT,,2.0,1998.0,BEV,,43
20076,2019,P,,2.0,2014.0,BEV,,43
20077,2019,BT,,2.0,1998.0,BEV,,43
20096,2023,MC,,2.0,2022.0,BEV,,42
20097,2023,MC,,2.0,2022.0,BEV,,42
20124,2022,P,,2.0,2018.0,BEV,0 to 50 miles,42
20125,2022,P,,2.0,2011.0,BEV,,42
20144,2021,P,,2.0,2016.0,BEV,>150 miles,42
20145,2021,P,,2.0,2011.0,BEV,,42
20171,2020,T2,,2.0,,BEV,,42
20172,2020,T1,1,2.0,2006.0,BEV,,42
20193,2019,P,,2.0,2016.0,BEV,>150 miles,42
20194,2019,B,,2.0,1975.0,BEV,,42
20221,2023,T1,1,2.0,2017.0,BEV,101 to 150 miles,41
20251,2022,P,,2.0,2017.0,BEV,,41
20252,2022,P,,2.0,2016.0,BEV,,41
20253,2022,P,,2.0,2014.0,BEV,,41
20254,2022,P,,2.0,2013.0,BEV,>150 miles,41
20271,2021,P,,2.0,2017.0,BEV,,41
20295,2020,P,,2.0,2015.0,BEV,>150 miles,41
20296,2020,P,,2.0,2014.0,BEV,,41
20297,2020,P,,2.0,2013.0,BEV,>150 miles,41
20326,2019,T2,1,2.0,2019.0,BEV,101 to 150 miles,41
20327,2019,P,,2.0,2009.0,BEV,,41
20347,2023,T2,1,2.0,2007.0,BEV,,40
20369,2022,MC,,2.0,2021.0,BEV,,40
20424,2020,P,,2.0,,BEV,,40
20425,2020,P,,2.0,2007.0,BEV,,40
20448,2019,P,,2.0,2007.0,BEV,,40
20469,2023,T6,,2.0,1979.0,BEV,,39
20493,2022,P,,2.0,2016.0,BEV,>150 miles,39
20494,2022,P,,2.0,2014.0,BEV,,39
20522,2021,P,,2.0,2015.0,BEV,>150 miles,39
20544,2020,P,,2.0,2016.0,BEV,>150 miles,39
20619,2022,P,,2.0,2015.0,BEV,>150 miles,38
20646,2021,P,,2.0,,BEV,,38
20673,2020,P,,2.0,2013.0,BEV,,38
20701,2019,MC,,2.0,2017.0,BEV,,38
20721,2023,B,,2.0,1980.0,BEV,,37
20743,2022,MC,,2.0,2021.0,BEV,,37
20744,2022,B,,2.0,1980.0,BEV,,37
20766,2021,P,,2.0,2018.0,BEV,,37
20767,2021,P,,2.0,2015.0,BEV,>150 miles,37
20768,2021,P,,2.0,2014.0,BEV,,37
20769,2021,P,,2.0,2009.0,BEV,,37
20770,2021,B,,2.0,1980.0,BEV,,37
20790,2020,P,,2.0,2015.0,BEV,>150 miles,37
20791,2020,B,,2.0,,BEV,,37
20814,2019,B,,2.0,1980.0,BEV,,37
20843,2023,P,,2.0,2015.0,BEV,,36
20844,2023,P,,2.0,2015.0,BEV,>150 miles,36
20845,2023,P,,2.0,2007.0,BEV,,36
20927,2020,P,,2.0,2011.0,BEV,,36
20945,2019,P,,2.0,2017.0,BEV,,36
20946,2019,P,,2.0,2016.0,BEV,,36
20947,2019,P,,2.0,2014.0,BEV,,36
20948,2019,P,,2.0,2008.0,BEV,,36
20979,2023,P,,2.0,2012.0,BEV,,35
20980,2023,MC,,2.0,2021.0,BEV,,35
21010,2022,P,,2.0,,BEV,,35
21011,2022,P,,2.0,2015.0,BEV,>150 miles,35
21012,2022,P,,2.0,2009.0,BEV,,35
21013,2022,MC,,2.0,2019.0,BEV,,35
21066,2020,P,,2.0,2015.0,BEV,>150 miles,35
21067,2020,P,,2.0,2009.0,BEV,,35
21086,2019,T6,6,2.0,2017.0,BEV,,35
21087,2019,T2,,2.0,2016.0,BEV,,35
21088,2019,P,,2.0,2015.0,BEV,>150 miles,35
21089,2019,P,,2.0,2014.0,BEV,,35
21105,2023,P,,2.0,2015.0,BEV,>150 miles,34
21128,2022,P,,2.0,2008.0,BEV,,34
21148,2021,P,,2.0,2013.0,BEV,>150 miles,34
21149,2021,P,,2.0,2008.0,BEV,,34
21150,2021,MC,,2.0,2019.0,BEV,,34
21177,2020,T6,6,2.0,2017.0,BEV,,34
21178,2020,MC,,2.0,2019.0,BEV,,34
21199,2019,P,,2.0,2016.0,BEV,,34
21221,2023,P,,2.0,2015.0,BEV,>150 miles,33
21222,2023,P,,2.0,2007.0,BEV,,33
21223,2023,MC,,2.0,2025.0,BEV,,33
21244,2022,T2,1,2.0,2019.0,BEV,101 to 150 miles,33
21275,2021,P,,2.0,2017.0,BEV,,33
21276,2021,MC,,2.0,2021.0,BEV,,33
21304,2020,T2,1,2.0,2007.0,BEV,,33
21305,2020,T2,1,2.0,2004.0,BEV,,33
21306,2020,P,,2.0,2008.0,BEV,,33
21343,2019,T2,,2.0,2004.0,BEV,,33
21344,2019,P,,2.0,2007.0,BEV,,33
21367,2023,P,,2.0,2014.0,BEV,,32
21368,2023,MC,,2.0,2024.0,BEV,,32
21403,2022,T2,1,2.0,2004.0,BEV,,32
21404,2022,P,,2.0,2018.0,BEV,,32
21405,2022,MC,,2.0,2021.0,BEV,,32
21434,2021,T4,,2.0,2017.0,BEV,,32
21435,2021,T2,1,2.0,2004.0,BEV,,32
21436,2021,P,,2.0,2013.0,BEV,,32
21469,2020,T4,,2.0,2017.0,BEV,,32
21490,2019,T4,,2.0,2017.0,BEV,,32
21491,2019,P,,2.0,2013.0,BEV,>150 miles,32
21510,2023,T6,,2.0,2020.0,BEV,,31
21511,2023,P,,2.0,2013.0,BEV,>150 miles,31
21512,2023,MC,,2.0,2021.0,BEV,,31
21533,2022,T4,,2.0,2017.0,BEV,,31
21534,2022,P,,2.0,2010.0,BEV,,31
21610,2020,MC,,2.0,2017.0,BEV,,31
21658,2023,MC,,2.0,2025.0,BEV,,30
21659,2023,MC,,2.0,1998.0,BEV,,30
21686,2022,P,,2.0,2015.0,BEV,>150 miles,30
21687,2022,P,,2.0,2013.0,BEV,>150 miles,30
21727,2021,T6,6,2.0,2017.0,BEV,,30
21728,2021,P,,2.0,2022.0,BEV,,30
21729,2021,P,,2.0,2017.0,BEV,,30
21730,2021,MC,,2.0,1998.0,BEV,,30
21766,2020,MC,,2.0,1998.0,BEV,,30
21801,2019,P,,2.0,2015.0,BEV,>150 miles,30
21802,2019,P,,2.0,2010.0,BEV,,30
21803,2019,MC,,2.0,1998.0,BEV,,30
21834,2023,MC,,2.0,2021.0,BEV,,29
21861,2022,MC,,2.0,2023.0,BEV,,29
21862,2022,MC,,2.0,1998.0,BEV,,29
21904,2021,P,,2.0,2012.0,BEV,,29
21936,2020,T3,,2.0,2007.0,BEV,,29
21972,2019,T2,,2.0,2020.0,BEV,,29
21973,2019,T2,,2.0,2015.0,BEV,,29
21974,2019,T2,,2.0,1978.0,BEV,,29
21975,2019,P,,2.0,2016.0,BEV,,29
21976,2019,P,,2.0,2003.0,BEV,,29
21977,2019,P,,2.0,2002.0,BEV,,29
21978,2019,BT,,2.0,1975.0,BEV,,29
22005,2023,P,,2.0,2018.0,BEV,0 to 50 miles,28
22041,2022,T6,6,2.0,2017.0,BEV,,28
22042,2022,T3,,2.0,2020.0,BEV,,28
22043,2022,T1,1,2.0,2003.0,BEV,,28
22044,2022,P,,2.0,2013.0,BEV,,28
22045,2022,P,,2.0,2013.0,BEV,,28
22070,2021,T3,,2.0,2020.0,BEV,,28
22071,2021,T1,1,2.0,2003.0,BEV,,28
22072,2021,P,,2.0,2015.0,BEV,>150 miles,28
22073,2021,P,,2.0,2013.0,BEV,,28
22074,2021,MC,,2.0,2017.0,BEV,,28
22113,2020,T1,1,2.0,2003.0,BEV,,28
22114,2020,P,,2.0,,BEV,,28
22115,2020,P,,2.0,2013.0,BEV,,28
22116,2020,P,,2.0,2003.0,BEV,,28
22141,2019,P,,2.0,2012.0,BEV,,28
22175,2023,P,,2.0,2013.0,BEV,>150 miles,27
22176,2023,MC,,2.0,2019.0,BEV,,27
22225,2022,T2,,2.0,1978.0,BEV,,27
22226,2022,MC,,2.0,2022.0,BEV,,27
22262,2021,T2,,2.0,1978.0,BEV,,27
22263,2021,P,,2.0,2010.0,BEV,,27
22303,2020,MC,,2.0,2013.0,BEV,,27
22335,2019,T1,1,2.0,2003.0,BEV,,27
22336,2019,P,,2.0,2007.0,BEV,,27
22337,2019,P,,2.0,2004.0,BEV,,27
22338,2019,MC,,2.0,2020.0,BEV,,27
22376,2023,T3,,2.0,2014.0,BEV,,26
22377,2023,BS,,2.0,2023.0,BEV,,26
22406,2022,P,,2.0,2016.0,BEV,>150 miles,26
22407,2022,P,,2.0,2003.0,BEV,,26
22444,2021,P,,2.0,2013.0,BEV,,26
22445,2021,P,,2.0,2006.0,BEV,,26
22446,2021,P,,2.0,2002.0,BEV,,26
22447,2021,B,,2.0,2021.0,BEV,,26
22478,2020,MC,,2.0,2021.0,BEV,,26
22479,2020,B,,2.0,,BEV,,26
22512,2019,MC,,2.0,2015.0,BEV,,26
22555,2023,P,,2.0,2017.0,BEV,,25
22556,2023,B,,2.0,2023.0,BEV,,25
22649,2021,T2,1,2.0,2007.0,BEV,,25
22650,2021,T1,1,2.0,2006.0,BEV,,25
22651,2021,P,,2.0,2004.0,BEV,,25
22652,2021,P,,2.0,2003.0,BEV,,25
22713,2020,P,,2.0,2012.0,BEV,,25
22714,2020,P,,2.0,2010.0,BEV,,25
22715,2020,MC,,2.0,2020.0,BEV,,25
22752,2019,MC,,2.0,2016.0,BEV,,25
22808,2023,P,,2.0,2016.0,BEV,>150 miles,24
22843,2022,MC,,2.0,2019.0,BEV,,24
22844,2022,MC,,2.0,2017.0,BEV,,24
22888,2021,T2,1,2.0,2017.0,BEV,,24
22889,2021,P,,2.0,2022.0,BEV,,24
22890,2021,P,,2.0,2011.0,BEV,,24
22891,2021,MC,,2.0,2020.0,BEV,,24
22892,2021,MC,,2.0,2019.0,BEV,,24
22893,2021,BT,,2.0,2021.0,BEV,,24
22931,2020,MC,,2.0,2021.0,BEV,,24
22957,2019,T3,,2.0,2008.0,BEV,,24
22958,2019,P,,2.0,2013.0,BEV,,24
22995,2023,T4,,2.0,1990.0,BEV,,23
22996,2023,T2,1,2.0,2017.0,BEV,51 to 100 miles,23
22997,2023,P,,2.0,2016.0,BEV,,23
22998,2023,MC,,2.0,2024.0,BEV,,23
23033,2022,P,,2.0,2013.0,BEV,,23
23034,2022,P,,2.0,2006.0,BEV,,23
23035,2022,P,,2.0,2004.0,BEV,,23
23036,2022,MC,,2.0,2020.0,BEV,,23
23080,2021,MC,,2.0,2022.0,BEV,,23
23118,2020,P,,2.0,2013.0,BEV,,23
23119,2020,P,,2.0,2012.0,BEV,,23
23120,2020,P,,2.0,2002.0,BEV,,23
23155,2019,P,,2.0,2021.0,BEV,51 to 100 miles,23
23156,2019,P,,2.0,2021.0,BEV,51 to 100 miles,23
23157,2019,P,,2.0,2013.0,BEV,>150 miles,23
23186,2023,T6,5,2.0,2022.0,BEV,,22
23187,2023,MC,,2.0,2019.0,BEV,,22
23188,2023,BT,,2.0,2021.0,BEV,,22
23224,2022,P,,2.0,2012.0,BEV,,22
23225,2022,P,,2.0,2006.0,BEV,,22
23226,2022,MC,,2.0,2023.0,BEV,,22
23227,2022,BT,,2.0,2021.0,BEV,,22
23273,2021,T3,,2.0,2007.0,BEV,,22
23274,2021,MC,,2.0,2022.0,BEV,,22
23323,2020,P,,2.0,2021.0,BEV,,22
23324,2020,P,,2.0,2012.0,BEV,,22
23325,2020,B,,2.0,2021.0,BEV,,22
23366,2019,P,,2.0,2021.0,BEV,51 to 100 miles,22
23367,2019,P,,2.0,2016.0,BEV,>150 miles,22
23368,2019,P,,2.0,2015.0,BEV,>150 miles,22
23369,2019,P,,2.0,2012.0,BEV,,22
23370,2019,MC,,2.0,2013.0,BEV,,22
23410,2023,T6,,2.0,2011.0,BEV,,21
23411,2023,MC,,2.0,2025.0,BEV,,21
23412,2023,BS,,2.0,2024.0,BEV,,21
23466,2022,T2,1,2.0,2017.0,BEV,,21
23467,2022,T2,1,2.0,2007.0,BEV,,21
23468,2022,P,,2.0,2018.0,BEV,,21
23469,2022,P,,2.0,2002.0,BEV,,21
23513,2021,P,,2.0,2018.0,BEV,,21
23553,2020,P,,2.0,2022.0,BEV,51 to 100 miles,21
23554,2020,P,,2.0,2016.0,BEV,>150 miles,21
23555,2020,P,,2.0,2006.0,BEV,,21
23556,2020,MC,,2.0,2018.0,BEV,,21
23598,2019,T3,,2.0,2007.0,BEV,,21
23599,2019,MC,,2.0,2019.0,BEV,,21
23600,2019,MC,,2.0,2018.0,BEV,,21
23601,2019,MC,,2.0,2017.0,BEV,,21
23649,2023,T1,1,2.0,2003.0,BEV,51 to 100 miles,20
23650,2023,P,,2.0,,BEV,,20
23651,2023,P,,2.0,2015.0,BEV,,20
23652,2023,MC,,2.0,2019.0,BEV,,20
23699,2022,T2,,2.0,2015.0,BEV,,20
23700,2022,P,,2.0,2011.0,BEV,,20
23763,2021,T2,,2.0,2015.0,BEV,,20
23764,2021,P,,2.0,2012.0,BEV,,20
23765,2021,P,,2.0,2006.0,BEV,,20
23823,2020,P,,2.0,2011.0,BEV,,20
23824,2020,P,,2.0,2004.0,BEV,,20
23825,2020,MC,,2.0,2020.0,BEV,,20
23826,2020,MC,,2.0,2019.0,BEV,,20
23870,2019,T2,,2.0,2013.0,BEV,,20
23871,2019,MC,,2.0,2020.0,BEV,,20
23971,2022,T4,,2.0,1990.0,BEV,,19
23972,2022,T1,1,2.0,2006.0,BEV,,19
23973,2022,P,,2.0,2019.0,BEV,,19
23974,2022,MC,,2.0,2019.0,BEV,,19
24032,2021,T4,,2.0,1990.0,BEV,,19
24033,2021,P,,2.0,2008.0,BEV,,19
24069,2020,T4,,2.0,1990.0,BEV,,19
24070,2020,T2,,2.0,2015.0,BEV,,19
24071,2020,P,,2.0,2016.0,BEV,>150 miles,19
24072,2020,P,,2.0,2006.0,BEV,,19
24073,2020,P,,2.0,2006.0,BEV,,19
24074,2020,MC,,2.0,2018.0,BEV,,19
24125,2019,T4,,2.0,1990.0,BEV,,19
24126,2019,P,,2.0,2006.0,BEV,,19
24127,2019,MC,,2.0,2020.0,BEV,,19
24176,2023,T6,,2.0,2022.0,BEV,,18
24177,2023,T6,,2.0,2013.0,BEV,,18
24178,2023,T6,,2.0,2012.0,BEV,,18
24179,2023,T2,1,2.0,2007.0,BEV,,18
24180,2023,T1,1,2.0,2006.0,BEV,,18
24181,2023,BT,,2.0,2024.0,BEV,,18
24222,2022,T2,,2.0,2022.0,BEV,,18
24223,2022,P,,2.0,2012.0,BEV,,18
24224,2022,MC,,2.0,2018.0,BEV,,18
24282,2021,T2,,2.0,2022.0,BEV,,18
24283,2021,T2,,2.0,2013.0,BEV,,18
24284,2021,P,,2.0,2022.0,BEV,,18
24285,2021,P,,2.0,2019.0,BEV,,18
24286,2021,P,,2.0,2019.0,BEV,,18
24287,2021,P,,2.0,2016.0,BEV,>150 miles,18
24288,2021,MC,,2.0,2020.0,BEV,,18
24289,2021,MC,,2.0,2019.0,BEV,,18
24290,2021,MC,,2.0,2015.0,BEV,,18
24346,2020,T2,,2.0,2013.0,BEV,,18
24347,2020,MC,,2.0,2016.0,BEV,,18
24348,2020,MC,,2.0,2015.0,BEV,,18
24349,2020,B,,2.0,1976.0,BEV,,18
24390,2019,P,,2.0,2010.0,BEV,,18
24391,2019,MC,,2.0,2019.0,BEV,,18
24392,2019,MC,,2.0,2019.0,BEV,,18
24393,2019,MC,,2.0,2018.0,BEV,,18
24447,2023,P,,2.0,2017.0,BEV,,17
24448,2023,P,,2.0,2007.0,BEV,,17
24514,2022,T4,,2.0,2022.0,BEV,,17
24515,2022,T3,,2.0,2007.0,BEV,,17
24516,2022,T2,,2.0,2013.0,BEV,,17
24517,2022,P,,2.0,2010.0,BEV,,17
24518,2022,P,,2.0,2008.0,BEV,,17
24519,2022,BS,,2.0,2023.0,BEV,,17
24565,2021,P,,2.0,2016.0,BEV,>150 miles,17
24566,2021,MC,,2.0,2013.0,BEV,,17
24625,2020,T3,,2.0,2008.0,BEV,,17
24626,2020,T3,,2.0,2007.0,BEV,,17
24627,2020,P,,2.0,2011.0,BEV,,17
24628,2020,MC,,2.0,2020.0,BEV,,17
24629,2020,MC,,2.0,2017.0,BEV,,17
24630,2020,BT,,2.0,,BEV,,17
24679,2019,T1,,2.0,2014.0,BEV,,17
24680,2019,MC,,2.0,2012.0,BEV,,17
24730,2023,T4,,2.0,1998.0,BEV,,16
24731,2023,T1,1,2.0,2004.0,BEV,,16
24732,2023,P,,2.0,2014.0,BEV,,16
24733,2023,MC,,2.0,2020.0,BEV,,16
24734,2023,MC,,2.0,2015.0,BEV,,16
24735,2023,MC,,2.0,2013.0,BEV,,16
24792,2022,MC,,2.0,2013.0,BEV,,16
24854,2021,T3,,2.0,2008.0,BEV,,16
24855,2021,T2,1,2.0,2007.0,BEV,,16
24856,2021,P,,2.0,2011.0,BEV,,16
24857,2021,P,,2.0,2006.0,BEV,,16
24858,2021,P,,2.0,2005.0,BEV,,16
24859,2021,MC,,2.0,2018.0,BEV,,16
24860,2021,MC,,2.0,2018.0,BEV,,16
24921,2020,T2,1,2.0,2007.0,BEV,,16
