,Date,Vehicle Category,GVWR Class,Fuel Type,Model Year,Fuel Technology,Electric Mile Range,Number of Vehicles Registered at the Same Address,Region,Vehicle Population
7944,2022,MC,,0.0,2000.0,ICE,,1,Statewide,719
7945,2021,T5,3,1.0,2004.0,ICE,,3,Statewide,719
7946,2020,B,,0.0,2012.0,ICE,,≥4,Statewide,719
7947,2019,T4,2,0.0,2019.0,ICE,,2,Statewide,719
7948,2023,MH,,0.0,1989.0,ICE,,≥4,Statewide,718
7949,2021,T1,1,0.0,1978.0,ICE,,2,Statewide,718
7950,2020,T3,2,0.0,1990.0,ICE,,1,Statewide,718
7951,2019,T2,Unknown,0.0,1992.0,ICE,,2,Statewide,718
7952,2022,P,,1.0,2016.0,ICE,,3,Statewide,717
7953,2020,T6,4,0.0,2002.0,ICE,,≥4,Statewide,717
7954,2019,T6,7,1.0,1998.0,ICE,,≥4,Statewide,717
7955,2020,MH,,0.0,2019.0,ICE,,3,Statewide,716
7956,2023,BS,,1.0,2022.0,ICE,,≥4,Statewide,715
7957,2022,MH,,0.0,2009.0,ICE,,1,Statewide,715
7958,2021,T6,4,0.0,2021.0,ICE,,≥4,Statewide,715
7959,2020,T3,Unknown,0.0,2019.0,ICE,,1,Statewide,715
7960,2019,T2,Unknown,0.0,1989.0,ICE,,≥4,Statewide,715
7961,2023,T4,2,0.0,1996.0,ICE,,2,Statewide,714
7962,2021,P,,1.0,2015.0,ICE,,2,Statewide,714
7963,2020,T5,3,1.0,2004.0,ICE,,1,Statewide,714
7964,2019,T6,4,0.0,2000.0,ICE,,≥4,Statewide,714
7965,2019,T1,1,0.0,2021.0,ICE,,1,Statewide,714
7966,2022,T3,2,0.0,1992.0,ICE,,1,Statewide,713
7967,2023,T2,1,0.0,1991.0,ICE,,2,Statewide,712
7968,2022,MC,,0.0,1997.0,ICE,,3,Statewide,712
7969,2021,T5,3,1.0,2006.0,ICE,,3,Statewide,712
7970,2020,T4,2,0.0,1988.0,ICE,,≥4,Statewide,712
7971,2019,T7,8,1.0,1989.0,ICE,,≥4,Statewide,712
7972,2023,P,,0.0,2024.0,PHEV,51 to 100 miles,2,Statewide,711
7973,2022,T3,2,0.0,1983.0,ICE,,3,Statewide,711
7974,2022,B,,0.0,2012.0,ICE,,≥4,Statewide,711
7975,2022,T7,8,1.0,1997.0,ICE,,≥4,Statewide,711
7976,2021,MH,,0.0,2005.0,ICE,,2,Statewide,711
7977,2020,T7,8,1.0,2020.0,ICE,,1,Statewide,711
7978,2019,BS,,1.0,2005.0,ICE,,≥4,Statewide,710
7979,2023,T2,1,0.0,1992.0,ICE,,1,Statewide,709
7980,2021,T6,6,1.0,2012.0,ICE,,1,Statewide,709
7981,2019,MH,,0.0,1997.0,ICE,,3,Statewide,709
7982,2021,T4,2,1.0,1998.0,ICE,,3,Statewide,708
7983,2019,T4,2,0.0,1996.0,ICE,,1,Statewide,708
7984,2019,MC,,0.0,1975.0,ICE,,1,Statewide,708
7985,2021,T2,1,0.0,1986.0,ICE,,≥4,Statewide,707
7986,2019,T6,7,1.0,1997.0,ICE,,≥4,Statewide,707
7987,2021,T2,1,1.0,2019.0,ICE,,2,Statewide,706
7988,2019,T5,3,1.0,2007.0,ICE,,3,Statewide,706
7989,2023,T4,2,0.0,1987.0,ICE,,≥4,Statewide,705
7990,2023,T7,8,1.0,2021.0,ICE,,3,Statewide,704
7991,2022,T7,8,1.0,2021.0,ICE,,1,Statewide,704
7992,2020,MH,,0.0,2002.0,ICE,,2,Statewide,704
7993,2020,T5,3,1.0,2008.0,ICE,,2,Statewide,704
7994,2019,P,,1.0,1992.0,ICE,,≥4,Statewide,704
7995,2022,T2,1,0.0,1990.0,ICE,,1,Statewide,703
7996,2022,T4,2,1.0,1990.0,ICE,,≥4,Statewide,703
7997,2019,T5,3,1.0,2000.0,ICE,,≥4,Statewide,703
7998,2022,T5,3,0.0,1999.0,ICE,,≥4,Statewide,702
7999,2021,T2,Unknown,0.0,2004.0,ICE,,≥4,Statewide,702
8000,2019,T4,2,0.0,2017.0,ICE,,3,Statewide,702
8001,2019,T2,1,0.0,1976.0,ICE,,3,Statewide,702
8002,2019,T1,1,0.0,1978.0,ICE,,3,Statewide,702
8003,2023,T3,2,0.0,1983.0,ICE,,3,Statewide,701
8004,2023,P,,1.0,1986.0,ICE,,≥4,Statewide,701
8005,2022,MH,,0.0,2007.0,ICE,,2,Statewide,701
8006,2021,T3,Unknown,0.0,2018.0,ICE,,3,Statewide,701
8007,2021,MC,,0.0,1987.0,ICE,,3,Statewide,701
8008,2023,T6,5,1.0,2004.0,ICE,,≥4,Statewide,700
8009,2022,T2,1,0.0,1989.0,ICE,,2,Statewide,700
8010,2021,T5,3,1.0,2018.0,ICE,,1,Statewide,700
8011,2019,T6,7,1.0,1994.0,ICE,,≥4,Statewide,700
8012,2021,T4,2,0.0,1984.0,ICE,,≥4,Statewide,699
8013,2019,BS,,1.0,2007.0,ICE,,≥4,Statewide,699
8014,2023,T7,8,3.0,2016.0,ICE,,≥4,Statewide,698
8015,2022,T2,Unknown,0.0,2005.0,ICE,,≥4,Statewide,698
8016,2021,T3,2,0.0,1984.0,ICE,,1,Statewide,698
8017,2021,T7,8,1.0,2021.0,ICE,,1,Statewide,698
8018,2021,T5,3,1.0,2018.0,ICE,,3,Statewide,698
8019,2023,BS,,1.0,2004.0,ICE,,≥4,Statewide,697
8020,2022,T6,4,0.0,2002.0,ICE,,≥4,Statewide,697
8021,2022,BS,,1.0,2004.0,ICE,,≥4,Statewide,697
8022,2021,MC,,0.0,1998.0,ICE,,2,Statewide,697
8023,2020,T5,3,1.0,1999.0,ICE,,≥4,Statewide,697
8024,2019,T5,3,1.0,2009.0,ICE,,2,Statewide,697
8025,2022,T7,8,3.0,2021.0,ICE,,≥4,Statewide,696
8026,2021,MC,,0.0,1999.0,ICE,,1,Statewide,696
8027,2020,MC,,0.0,1997.0,ICE,,2,Statewide,696
8028,2020,T6,4,1.0,2000.0,ICE,,≥4,Statewide,696
8029,2019,B,,0.0,2009.0,ICE,,≥4,Statewide,696
8030,2019,T6,7,1.0,1992.0,ICE,,≥4,Statewide,696
8031,2021,MH,,0.0,2009.0,ICE,,1,Statewide,695
8032,2020,T4,2,0.0,1984.0,ICE,,≥4,Statewide,695
8033,2019,T4,2,1.0,1999.0,ICE,,2,Statewide,695
8034,2021,MC,,0.0,1990.0,ICE,,3,Statewide,694
8035,2021,T5,3,1.0,2008.0,ICE,,3,Statewide,694
8036,2023,T3,2,0.0,2022.0,PHEV,0 to 50 miles,1,Statewide,693
8037,2022,T1,1,0.0,1980.0,ICE,,≥4,Statewide,693
8038,2020,MC,,0.0,1994.0,ICE,,3,Statewide,692
8039,2019,T1,1,0.0,1980.0,ICE,,≥4,Statewide,692
8040,2023,P,,0.0,1986.0,ICE,,1,Statewide,691
8041,2022,T2,1,0.0,1983.0,ICE,,≥4,Statewide,691
8042,2022,MC,,0.0,1998.0,ICE,,2,Statewide,691
8043,2022,T6,7,1.0,2002.0,ICE,,≥4,Statewide,691
8044,2021,T3,2,0.0,1988.0,ICE,,≥4,Statewide,691
8045,2021,T1,1,0.0,1980.0,ICE,,≥4,Statewide,691
8046,2019,MH,,0.0,2008.0,ICE,,2,Statewide,691
8047,2022,T3,2,0.0,2022.0,PHEV,0 to 50 miles,2,Statewide,690
8048,2022,T3,Unknown,0.0,2016.0,ICE,,3,Statewide,690
8049,2022,T3,2,0.0,1984.0,ICE,,3,Statewide,690
8050,2022,P,,2.0,2023.0,BEV,51 to 100 miles,2,Statewide,690
8051,2020,T5,3,1.0,2008.0,ICE,,1,Statewide,690
8052,2020,T4,2,1.0,1999.0,ICE,,1,Statewide,690
8053,2019,MC,,0.0,1986.0,ICE,,3,Statewide,690
8054,2023,T6,4,0.0,2022.0,ICE,,≥4,Statewide,689
8055,2023,T1,1,0.0,1982.0,ICE,,≥4,Statewide,689
8056,2022,T6,5,1.0,2015.0,ICE,,≥4,Statewide,689
8057,2021,T2,1,1.0,2020.0,ICE,,3,Statewide,689
8058,2019,T5,3,1.0,2003.0,ICE,,≥4,Statewide,689
8059,2019,T2,Unknown,1.0,2019.0,ICE,,3,Statewide,689
8060,2022,T4,Unknown,1.0,2021.0,ICE,,1,Statewide,688
8061,2020,T3,2,0.0,1984.0,ICE,,1,Statewide,688
8062,2019,T3,Unknown,1.0,2016.0,ICE,,3,Statewide,688
8063,2023,T7,8,1.0,2015.0,ICE,,1,Statewide,687
8064,2021,MC,,0.0,1992.0,ICE,,3,Statewide,687
8065,2021,T7,8,1.0,2020.0,ICE,,1,Statewide,687
8066,2020,P,,2.0,2019.0,BEV,Unknown,2,Statewide,687
8067,2020,T6,7,1.0,1996.0,ICE,,≥4,Statewide,687
8068,2023,MH,,0.0,2000.0,ICE,,3,Statewide,686
8069,2023,BS,,0.0,2022.0,ICE,,≥4,Statewide,686
8070,2021,T2,1,0.0,1978.0,ICE,,1,Statewide,686
8071,2021,T6,4,1.0,2003.0,ICE,,≥4,Statewide,686
8072,2020,T2,Unknown,0.0,2019.0,ICE,,3,Statewide,686
8073,2022,T3,2,0.0,2022.0,PHEV,0 to 50 miles,1,Statewide,685
8074,2022,T3,Unknown,0.0,2006.0,ICE,,3,Statewide,685
8075,2022,T3,2,0.0,1984.0,ICE,,2,Statewide,685
8076,2021,BT,,3.0,2018.0,ICE,,≥4,Statewide,685
8077,2020,T3,2,0.0,1990.0,ICE,,2,Statewide,685
8078,2019,T4,2,0.0,2019.0,ICE,,1,Statewide,685
8079,2023,T4,2,1.0,2014.0,ICE,,1,Statewide,684
8080,2023,BS,,1.0,2011.0,ICE,,≥4,Statewide,684
8081,2022,T6,4,0.0,2021.0,ICE,,≥4,Statewide,684
8082,2022,MC,,0.0,1996.0,ICE,,3,Statewide,684
8083,2023,P,,1.0,1989.0,ICE,,≥4,Statewide,683
8084,2022,T1,1,0.0,2024.0,ICE,,1,Statewide,683
8085,2021,T7,8,3.0,2021.0,ICE,,≥4,Statewide,683
8086,2021,MH,,1.0,2004.0,ICE,,≥4,Statewide,683
8087,2020,T4,2,1.0,1989.0,ICE,,≥4,Statewide,683
8088,2019,T2,1,0.0,1989.0,ICE,,3,Statewide,683
8089,2019,T7,8,1.0,1975.0,ICE,,≥4,Statewide,683
8090,2023,T7,8,3.0,2021.0,ICE,,≥4,Statewide,682
8091,2023,T1,Unknown,0.0,,ICE,,≥4,Statewide,682
8092,2022,T5,3,1.0,2018.0,ICE,,1,Statewide,682
8093,2021,T2,1,0.0,1987.0,ICE,,≥4,Statewide,682
8094,2020,MC,,0.0,1991.0,ICE,,1,Statewide,682
8095,2022,T3,2,0.0,1991.0,ICE,,3,Statewide,681
8096,2022,P,,2.0,2023.0,BEV,51 to 100 miles,1,Statewide,681
8097,2022,T5,3,1.0,2004.0,ICE,,3,Statewide,681
8098,2020,MC,,0.0,1990.0,ICE,,2,Statewide,681
8099,2022,MH,,0.0,2018.0,ICE,,3,Statewide,680
8100,2022,T3,2,1.0,2016.0,ICE,,2,Statewide,680
8101,2021,MH,,0.0,2021.0,ICE,,1,Statewide,680
8102,2021,T5,3,1.0,2006.0,ICE,,2,Statewide,680
8103,2021,BT,,1.0,2018.0,ICE,,≥4,Statewide,680
8104,2020,MH,,0.0,2018.0,ICE,,3,Statewide,680
8105,2019,T2,Unknown,0.0,1977.0,ICE,,≥4,Statewide,680
8106,2019,T1,Unknown,0.0,1977.0,ICE,,≥4,Statewide,680
8107,2019,P,,1.0,2011.0,ICE,,≥4,Statewide,680
8108,2021,T3,2,0.0,1991.0,ICE,,1,Statewide,679
8109,2021,T6,4,1.0,2000.0,ICE,,≥4,Statewide,679
8110,2021,T5,3,1.0,2009.0,ICE,,2,Statewide,679
8111,2021,P,,1.0,2015.0,ICE,,≥4,Statewide,679
8112,2020,T3,2,0.0,1984.0,ICE,,2,Statewide,679
8113,2020,MH,,1.0,2004.0,ICE,,≥4,Statewide,679
8114,2019,T4,2,0.0,2017.0,ICE,,2,Statewide,679
8115,2019,T3,2,0.0,1988.0,ICE,,≥4,Statewide,679
8116,2019,T2,Unknown,0.0,1990.0,ICE,,≥4,Statewide,679
8117,2019,BT,,1.0,2006.0,ICE,,≥4,Statewide,679
8118,2023,MC,,0.0,1991.0,ICE,,3,Statewide,678
8119,2022,T6,4,0.0,2010.0,ICE,,≥4,Statewide,678
8120,2021,T4,2,0.0,1987.0,ICE,,≥4,Statewide,678
8121,2020,T3,2,0.0,1983.0,ICE,,3,Statewide,678
8122,2022,T6,4,1.0,2023.0,ICE,,≥4,Statewide,677
8123,2021,P,,2.0,2017.0,BEV,51 to 100 miles,3,Statewide,677
8124,2021,T5,3,1.0,1999.0,ICE,,≥4,Statewide,677
8125,2019,T6,4,1.0,2001.0,ICE,,≥4,Statewide,677
8126,2019,P,,1.0,1990.0,ICE,,2,Statewide,677
8127,2023,T4,2,0.0,1996.0,ICE,,1,Statewide,676
8128,2023,P,,1.0,1990.0,ICE,,≥4,Statewide,676
8129,2022,BT,,3.0,2013.0,ICE,,≥4,Statewide,676
8130,2021,T4,2,0.0,1988.0,ICE,,≥4,Statewide,676
8131,2021,T3,Unknown,0.0,2016.0,ICE,,1,Statewide,676
8132,2021,MH,,0.0,2022.0,ICE,,1,Statewide,676
8133,2020,BS,,1.0,2004.0,ICE,,≥4,Statewide,676
8134,2019,BT,,3.0,2018.0,ICE,,≥4,Statewide,676
8135,2019,BT,,3.0,2013.0,ICE,,≥4,Statewide,676
8136,2019,T3,Unknown,0.0,1997.0,ICE,,2,Statewide,676
8137,2023,P,,4.0,2022.0,FCEV,>150 miles,3,Statewide,675
8138,2021,BT,,3.0,2013.0,ICE,,≥4,Statewide,675
8139,2021,T6,5,1.0,2021.0,ICE,,1,Statewide,675
8140,2021,T4,2,1.0,1989.0,ICE,,≥4,Statewide,675
8141,2020,BT,,1.0,1976.0,ICE,,≥4,Statewide,675
8142,2023,T6,5,1.0,2015.0,ICE,,≥4,Statewide,674
8143,2023,T4,2,1.0,1994.0,ICE,,≥4,Statewide,674
8144,2021,T6,6,0.0,2021.0,ICE,,≥4,Statewide,674
8145,2021,T2,1,0.0,1978.0,ICE,,2,Statewide,674
8146,2020,MH,,0.0,2001.0,ICE,,3,Statewide,674
8147,2019,T1,Unknown,0.0,1993.0,ICE,,3,Statewide,674
8148,2019,T5,3,1.0,2006.0,ICE,,2,Statewide,674
8149,2022,T2,1,1.0,2020.0,ICE,,3,Statewide,673
8150,2021,BS,,1.0,2005.0,ICE,,≥4,Statewide,673
8151,2020,T3,Unknown,0.0,2019.0,ICE,,2,Statewide,673
8152,2019,T1,1,0.0,1987.0,ICE,,3,Statewide,673
8153,2022,T4,Unknown,0.0,2022.0,ICE,,3,Statewide,672
8154,2022,T5,3,1.0,2006.0,ICE,,3,Statewide,672
8155,2021,T4,2,0.0,1993.0,ICE,,3,Statewide,672
8156,2021,MH,,0.0,2006.0,ICE,,3,Statewide,672
8157,2020,BT,,3.0,2018.0,ICE,,≥4,Statewide,672
8158,2020,T3,2,0.0,1984.0,ICE,,3,Statewide,672
8159,2020,T5,3,1.0,2007.0,ICE,,2,Statewide,672
8160,2020,T4,2,1.0,1998.0,ICE,,3,Statewide,672
8161,2023,T5,3,1.0,2009.0,ICE,,3,Statewide,671
8162,2022,T7,8,1.0,2021.0,ICE,,2,Statewide,671
8163,2020,T1,1,0.0,1987.0,ICE,,3,Statewide,671
8164,2019,T7,8,3.0,2018.0,ICE,,≥4,Statewide,671
8165,2019,T4,2,0.0,2019.0,ICE,,3,Statewide,671
8166,2019,T4,Unknown,1.0,2005.0,ICE,,≥4,Statewide,671
8167,2023,BT,,3.0,2013.0,ICE,,≥4,Statewide,670
8168,2023,T3,2,0.0,1984.0,ICE,,3,Statewide,670
8169,2023,T6,7,1.0,2007.0,ICE,,≥4,Statewide,670
8170,2022,T3,Unknown,0.0,2016.0,ICE,,1,Statewide,670
8171,2022,MH,,0.0,2005.0,ICE,,2,Statewide,670
8172,2022,P,,4.0,2022.0,FCEV,>150 miles,3,Statewide,669
8173,2022,T7,8,1.0,2020.0,ICE,,3,Statewide,669
8174,2020,T5,3,1.0,2018.0,ICE,,3,Statewide,669
8175,2020,T4,2,1.0,2003.0,ICE,,2,Statewide,669
8176,2019,T3,2,0.0,1983.0,ICE,,1,Statewide,669
8177,2019,MC,,0.0,,ICE,,1,Statewide,669
8178,2023,T6,4,0.0,2010.0,ICE,,≥4,Statewide,668
8179,2023,T4,2,0.0,1988.0,ICE,,≥4,Statewide,668
8180,2020,T7,8,3.0,2021.0,ICE,,≥4,Statewide,668
8181,2020,T2,1,0.0,1981.0,ICE,,≥4,Statewide,668
8182,2020,MH,,0.0,1995.0,ICE,,3,Statewide,668
8183,2019,T5,3,0.0,1995.0,ICE,,≥4,Statewide,668
8184,2019,P,,1.0,2008.0,ICE,,2,Statewide,668
8185,2023,T6,6,0.0,2021.0,ICE,,≥4,Statewide,667
8186,2023,T5,3,1.0,2006.0,ICE,,3,Statewide,667
8187,2022,T3,2,0.0,1991.0,ICE,,2,Statewide,667
8188,2021,T7,8,3.0,2018.0,ICE,,≥4,Statewide,667
8189,2023,P,,0.0,2024.0,PHEV,51 to 100 miles,1,Statewide,666
8190,2022,MH,,0.0,2017.0,ICE,,≥4,Statewide,666
8191,2022,P,,2.0,2023.0,BEV,51 to 100 miles,≥4,Statewide,666
8192,2022,P,,1.0,2017.0,ICE,,2,Statewide,666
8193,2021,T4,2,1.0,2015.0,ICE,,1,Statewide,666
8194,2020,BT,,3.0,2013.0,ICE,,≥4,Statewide,666
8195,2019,T6,6,1.0,1999.0,ICE,,≥4,Statewide,666
8196,2023,T5,3,0.0,1999.0,ICE,,≥4,Statewide,665
8197,2023,MH,,0.0,2004.0,ICE,,1,Statewide,665
8198,2022,T7,8,1.0,1992.0,ICE,,≥4,Statewide,665
8199,2022,T6,6,1.0,2012.0,ICE,,1,Statewide,665
8200,2020,MC,,0.0,1986.0,ICE,,3,Statewide,665
8201,2019,T3,2,0.0,1990.0,ICE,,2,Statewide,665
8202,2023,T4,2,1.0,2015.0,ICE,,3,Statewide,664
8203,2022,T2,Unknown,0.0,2009.0,ICE,,3,Statewide,664
8204,2020,T5,3,1.0,2004.0,ICE,,2,Statewide,664
8205,2023,T4,2,0.0,1984.0,ICE,,≥4,Statewide,663
8206,2023,T2,1,0.0,2023.0,PHEV,0 to 50 miles,1,Statewide,663
8207,2023,T2,1,0.0,1980.0,ICE,,3,Statewide,663
8208,2022,BS,,1.0,2022.0,ICE,,≥4,Statewide,663
8209,2021,T5,3,1.0,2009.0,ICE,,1,Statewide,663
8210,2020,P,,1.0,,ICE,,≥4,Statewide,663
8211,2023,MC,,0.0,1999.0,ICE,,2,Statewide,662
8212,2022,T5,3,1.0,2009.0,ICE,,1,Statewide,662
8213,2021,MC,,0.0,1991.0,ICE,,2,Statewide,662
8214,2019,T1,Unknown,0.0,1991.0,ICE,,3,Statewide,662
8215,2019,T4,2,1.0,2003.0,ICE,,2,Statewide,662
8216,2023,MH,,0.0,2008.0,ICE,,2,Statewide,661
8217,2022,P,,1.0,2018.0,ICE,,3,Statewide,661
8218,2021,T1,1,0.0,1988.0,ICE,,3,Statewide,661
8219,2022,T5,3,1.0,2009.0,ICE,,2,Statewide,660
8220,2021,T3,2,0.0,1983.0,ICE,,2,Statewide,660
8221,2020,T7,8,1.0,2005.0,ICE,,1,Statewide,660
8222,2019,MC,,0.0,2000.0,ICE,,1,Statewide,660
8223,2019,P,,1.0,1989.0,ICE,,2,Statewide,660
8224,2023,T2,1,0.0,1988.0,ICE,,≥4,Statewide,659
8225,2023,MH,,0.0,2005.0,ICE,,2,Statewide,659
8226,2020,T4,2,0.0,1993.0,ICE,,2,Statewide,659
8227,2020,MH,,1.0,2010.0,ICE,,3,Statewide,659
8228,2020,BS,,1.0,1995.0,ICE,,≥4,Statewide,659
8229,2023,BS,,1.0,2015.0,ICE,,≥4,Statewide,658
8230,2020,T3,Unknown,0.0,2022.0,ICE,,3,Statewide,658
8231,2020,T3,Unknown,0.0,1976.0,ICE,,3,Statewide,658
8232,2020,T1,1,0.0,1987.0,ICE,,2,Statewide,658
8233,2019,T2,1,0.0,1979.0,ICE,,2,Statewide,658
8234,2019,T5,3,1.0,2004.0,ICE,,2,Statewide,657
8235,2023,MH,,1.0,2004.0,ICE,,≥4,Statewide,656
8236,2022,T2,1,1.0,2019.0,ICE,,2,Statewide,656
8237,2021,P,,2.0,2017.0,BEV,51 to 100 miles,1,Statewide,656
8238,2020,T4,2,1.0,2003.0,ICE,,1,Statewide,656
8239,2023,T3,2,0.0,1992.0,ICE,,2,Statewide,655
8240,2023,P,,1.0,2017.0,ICE,,3,Statewide,655
8241,2022,T2,1,0.0,1989.0,ICE,,1,Statewide,655
8242,2020,T7,8,1.0,1990.0,ICE,,≥4,Statewide,655
8243,2023,T4,2,1.0,1990.0,ICE,,≥4,Statewide,654
8244,2022,MH,,0.0,1991.0,ICE,,≥4,Statewide,654
8245,2019,T3,2,0.0,1990.0,ICE,,3,Statewide,654
8246,2019,T3,2,0.0,1977.0,ICE,,3,Statewide,654
8247,2019,T3,2,1.0,2019.0,ICE,,1,Statewide,654
8248,2022,BT,,3.0,2020.0,ICE,,≥4,Statewide,652
8249,2022,T6,6,0.0,1978.0,ICE,,1,Statewide,652
8250,2021,MH,,0.0,2022.0,ICE,,3,Statewide,652
8251,2020,T5,3,1.0,2018.0,ICE,,2,Statewide,652
8252,2020,P,,1.0,1988.0,ICE,,2,Statewide,652
8253,2019,T3,2,0.0,1991.0,ICE,,1,Statewide,652
8254,2019,MC,,0.0,1985.0,ICE,,3,Statewide,652
8255,2019,P,,1.0,1985.0,ICE,,≥4,Statewide,652
8256,2023,T7,8,3.0,2018.0,ICE,,≥4,Statewide,651
8257,2023,T6,4,0.0,2002.0,ICE,,≥4,Statewide,651
8258,2021,T4,2,1.0,1999.0,ICE,,2,Statewide,651
8259,2020,T3,2,0.0,1990.0,ICE,,3,Statewide,651
8260,2019,T3,Unknown,1.0,2018.0,ICE,,3,Statewide,651
8261,2022,T2,1,0.0,1986.0,ICE,,≥4,Statewide,650
8262,2020,MH,,0.0,2005.0,ICE,,1,Statewide,650
8263,2020,P,,1.0,2008.0,ICE,,2,Statewide,650
8264,2019,MH,,0.0,2005.0,ICE,,2,Statewide,650
8265,2022,MH,,0.0,1978.0,ICE,,3,Statewide,649
8266,2020,T7,8,3.0,2018.0,ICE,,≥4,Statewide,649
8267,2019,B,,0.0,2014.0,ICE,,≥4,Statewide,649
8268,2019,T4,Unknown,1.0,2009.0,ICE,,≥4,Statewide,649
8269,2023,T7,8,1.0,1996.0,ICE,,≥4,Statewide,648
8270,2022,T3,2,0.0,1988.0,ICE,,≥4,Statewide,648
8271,2020,MH,,0.0,2003.0,ICE,,3,Statewide,648
8272,2019,T2,1,0.0,1978.0,ICE,,2,Statewide,648
8273,2019,B,,0.0,2018.0,ICE,,≥4,Statewide,648
8274,2023,MH,,0.0,2007.0,ICE,,2,Statewide,647
8275,2023,MH,,1.0,2020.0,ICE,,≥4,Statewide,647
8276,2022,T7,8,3.0,2018.0,ICE,,≥4,Statewide,647
8277,2022,T4,2,0.0,2016.0,ICE,,2,Statewide,647
8278,2020,T6,7,1.0,1999.0,ICE,,≥4,Statewide,647
8279,2020,P,,1.0,2007.0,ICE,,≥4,Statewide,647
8280,2019,T4,2,0.0,1979.0,ICE,,≥4,Statewide,647
8281,2019,T1,1,0.0,2016.0,ICE,,≥4,Statewide,647
8282,2019,T1,Unknown,0.0,1997.0,ICE,,≥4,Statewide,647
8283,2019,MH,,0.0,1995.0,ICE,,3,Statewide,647
8284,2023,P,,2.0,2017.0,BEV,51 to 100 miles,3,Statewide,646
8285,2021,MH,,0.0,2002.0,ICE,,2,Statewide,646
8286,2021,T5,3,1.0,2000.0,ICE,,≥4,Statewide,646
8287,2020,T3,2,0.0,1978.0,ICE,,1,Statewide,646
8288,2022,T2,1,1.0,2019.0,ICE,,1,Statewide,645
8289,2019,MH,,1.0,2010.0,ICE,,3,Statewide,645
8290,2023,T6,6,1.0,2000.0,ICE,,≥4,Statewide,644
8291,2022,MC,,0.0,1999.0,ICE,,1,Statewide,644
8292,2020,T4,2,1.0,1999.0,ICE,,3,Statewide,644
8293,2022,T3,2,0.0,1984.0,ICE,,1,Statewide,643
8294,2022,MH,,1.0,2004.0,ICE,,≥4,Statewide,643
8295,2021,T2,Unknown,0.0,2020.0,ICE,,2,Statewide,643
8296,2021,T1,1,0.0,1978.0,ICE,,1,Statewide,643
8297,2021,T4,2,1.0,1999.0,ICE,,3,Statewide,643
8298,2019,T5,3,1.0,2019.0,ICE,,1,Statewide,643
8299,2023,T2,1,0.0,1991.0,ICE,,1,Statewide,642
8300,2023,T1,1,0.0,1988.0,ICE,,3,Statewide,642
8301,2019,MC,,0.0,1984.0,ICE,,3,Statewide,642
8302,2019,T5,3,1.0,2008.0,ICE,,2,Statewide,642
8303,2022,T2,1,0.0,1987.0,ICE,,≥4,Statewide,641
8304,2023,T7,8,1.0,1993.0,ICE,,≥4,Statewide,640
8305,2023,BS,,1.0,2005.0,ICE,,≥4,Statewide,640
8306,2021,T4,Unknown,0.0,2022.0,ICE,,2,Statewide,640
8307,2020,MC,,0.0,1996.0,ICE,,2,Statewide,640
8308,2020,BS,,1.0,2007.0,ICE,,≥4,Statewide,640
8309,2019,T1,1,0.0,1987.0,ICE,,2,Statewide,640
8310,2022,P,,2.0,2017.0,BEV,51 to 100 miles,3,Statewide,639
8311,2022,P,,1.0,2017.0,ICE,,1,Statewide,639
8312,2021,T5,3,1.0,2008.0,ICE,,2,Statewide,639
8313,2020,MC,,0.0,1993.0,ICE,,3,Statewide,639
8314,2020,MC,,0.0,1990.0,ICE,,1,Statewide,639
8315,2019,MH,,0.0,2011.0,ICE,,2,Statewide,639
8316,2023,T3,2,0.0,1984.0,ICE,,2,Statewide,638
8317,2020,MC,,0.0,1988.0,ICE,,3,Statewide,638
8318,2020,T4,2,1.0,2003.0,ICE,,3,Statewide,638
8319,2019,T5,3,1.0,1998.0,ICE,,≥4,Statewide,638
8320,2022,T4,2,0.0,1987.0,ICE,,≥4,Statewide,637
8321,2022,T6,7,1.0,2001.0,ICE,,≥4,Statewide,637
8322,2022,T5,3,1.0,2008.0,ICE,,3,Statewide,637
8323,2021,T5,3,1.0,2004.0,ICE,,1,Statewide,637
8324,2021,T4,2,1.0,1998.0,ICE,,1,Statewide,637
8325,2019,T4,2,0.0,1993.0,ICE,,2,Statewide,637
8326,2019,MC,,0.0,1989.0,ICE,,3,Statewide,637
8327,2021,MC,,0.0,1994.0,ICE,,3,Statewide,636
8328,2020,T1,1,0.0,1988.0,ICE,,1,Statewide,636
8329,2019,T6,7,1.0,1993.0,ICE,,≥4,Statewide,636
8330,2021,MC,,0.0,1995.0,ICE,,3,Statewide,635
8331,2019,T2,1,0.0,1989.0,ICE,,2,Statewide,635
8332,2019,MC,,0.0,1997.0,ICE,,2,Statewide,635
8333,2022,T4,2,0.0,1984.0,ICE,,≥4,Statewide,634
8334,2022,T5,3,1.0,2018.0,ICE,,2,Statewide,634
8335,2022,T5,3,1.0,2018.0,ICE,,3,Statewide,634
8336,2021,T7,8,1.0,1990.0,ICE,,≥4,Statewide,634
8337,2021,T5,3,1.0,2018.0,ICE,,2,Statewide,634
8338,2021,BS,,1.0,2015.0,ICE,,≥4,Statewide,634
8339,2021,P,,0.0,2021.0,BEV,51 to 100 miles,1,Statewide,633
8340,2021,T4,2,1.0,1998.0,ICE,,2,Statewide,633
8341,2020,T6,6,0.0,2021.0,ICE,,≥4,Statewide,633
8342,2020,MC,,0.0,1987.0,ICE,,2,Statewide,633
